component_name,component_type,calling_component,calling_type
COCO5011,COBOL,ZZCU0008,COBOL
COCO5015,COBOL,ZZCC0601,COPYBOOK
COCO5015,COBOL,DFHBMSCA,COPYBOOK
COCO5015,COBOL,ZZCC1201,COPYBOOK
COCO5015,COBOL,ZZCC0001,COPYBOOK
COCO5015,COBOL,ZZCC0203,COPYBOOK
COCO5015,COBOL,COMO015,COPYBOOK
COCO5020,COBOL,ZZCC0601,COPYBOOK
COCO5020,COBOL,DFHBMSCA,COPYBOOK
COCO5020,COBOL,ZZCC1201,COPYBOOK
COCO5020,COBOL,ZZCC0001,COPYBOOK
COCO5020,COBOL,ZZCC1401,COPYBOOK
COCO5020,COBOL,ZZCC0203,COPYBOOK
COCO5020,COBOL,COMO020,COPYBOOK
COCO5020,COBOL,ZZCU0014,COBOL
COCO5025,COBOL,ZZCC0601,COPYBOOK
COCO5025,COBOL,DFHBMSCA,COPYBOOK
COCO5025,COBOL,ZZCC1201,COPYBOOK
COCO5025,COBOL,ZZCC0001,COPYBOOK
COCO5025,COBOL,ZZCC1401,COPYBOOK
COCO5025,COBOL,ZZCC0801,COPYBOOK
COCO5025,COBOL,ZZCC0203,COPYBOOK
COCO5025,COBOL,COMO025,COPYBOOK
COCO5025,COBOL,ZZCU0012,COBOL
COCO5025,COBOL,ZZCU0014,COBOL
COCO5025,COBOL,ZZCU0008,COBOL
COCO5030,COBOL,ZZCC0601,COPYBOOK
COCO5030,COBOL,DFHBMSCA,COPYBOOK
COCO5030,COBOL,ZZCC1201,COPYBOOK
COCO5030,COBOL,ZZCC0001,COPYBOOK
COCO5030,COBOL,ZZCC4601,COPYBOOK
COCO5030,COBOL,ZZCC1401,COPYBOOK
COCO5030,COBOL,ZZCC1501,COPYBOOK
COCO5030,COBOL,ZZCC0801,COPYBOOK
COCO5030,COBOL,ZZCC0203,COPYBOOK
COCO5030,COBOL,COMO030,COPYBOOK
COCO5030,COBOL,ZZCU0012,COBOL
COCO5030,COBOL,ZZCU0046,COBOL
COCO5030,COBOL,ZZCU0014,COBOL
COCO5030,COBOL,ZZCU0015,COBOL
COCO5030,COBOL,ZZCU0008,COBOL
COCO5035,COBOL,ZZCC0601,COPYBOOK
COCO5035,COBOL,DFHBMSCA,COPYBOOK
COCO5035,COBOL,ZZCC1201,COPYBOOK
COCO5035,COBOL,ZZCC0001,COPYBOOK
COCO5035,COBOL,ZZCC0203,COPYBOOK
COCO5035,COBOL,COMO035,COPYBOOK
COCO5040,COBOL,ZZCC0601,COPYBOOK
COCO5040,COBOL,DFHBMSCA,COPYBOOK
COCO5040,COBOL,ZZCC1201,COPYBOOK
COCO5040,COBOL,ZZCC0001,COPYBOOK
COCO5040,COBOL,ZZCC4601,COPYBOOK
COCO5040,COBOL,ZZCC0203,COPYBOOK
COCO5040,COBOL,COMO040,COPYBOOK
COCO5040,COBOL,ZZCU0006,COBOL
COCO5040,COBOL,ZZCU0046,COBOL
COCO5050,COBOL,ZZCC0601,COPYBOOK
COCO5050,COBOL,DFHBMSCA,COPYBOOK
COCO5050,COBOL,ZZCC1201,COPYBOOK
COCO5050,COBOL,ZZCC0001,COPYBOOK
COCO5050,COBOL,ZZCC4601,COPYBOOK
COCO5050,COBOL,ZZCC1401,COPYBOOK
COCO5050,COBOL,ZZCC0801,COPYBOOK
COCO5050,COBOL,ZZCC1301,COPYBOOK
COCO5050,COBOL,ZZCC0203,COPYBOOK
COCO5050,COBOL,COMO050,COPYBOOK
COCO5050,COBOL,ZZCU0012,COBOL
COCO5050,COBOL,ZZCU0046,COBOL
COCO5050,COBOL,ZZCU0014,COBOL
COCO5050,COBOL,ZZCU0008,COBOL
COCO5050,COBOL,ZZCU0013,COBOL
COCO5051,COBOL,ZZCC0601,COPYBOOK
COCO5051,COBOL,DFHBMSCA,COPYBOOK
COCO5051,COBOL,ZZCC1201,COPYBOOK
COCO5051,COBOL,ZZCC0001,COPYBOOK
COCO5051,COBOL,ZZCC0203,COPYBOOK
COCO5051,COBOL,COMO051,COPYBOOK
COCO5052,COBOL,ZZCC0601,COPYBOOK
COCO5052,COBOL,DFHBMSCA,COPYBOOK
COCO5052,COBOL,ZZCC1201,COPYBOOK
COCO5052,COBOL,ZZCC0001,COPYBOOK
COCO5052,COBOL,ZZCC4601,COPYBOOK
COCO5052,COBOL,ZZCC1401,COPYBOOK
COCO5052,COBOL,ZZCC0801,COPYBOOK
COCO5052,COBOL,ZZCC1301,COPYBOOK
COCO5052,COBOL,ZZCC0203,COPYBOOK
COCO5052,COBOL,COMO052,COPYBOOK
COCO5052,COBOL,ZZCU0012,COBOL
COCO5052,COBOL,ZZCU0046,COBOL
COCO5052,COBOL,ZZCU0014,COBOL
COCO5052,COBOL,ZZCU0008,COBOL
COCO5052,COBOL,ZZCU0013,COBOL
COCO5055,COBOL,ZZCC0601,COPYBOOK
COCO5055,COBOL,DFHBMSCA,COPYBOOK
COCO5055,COBOL,ZZCC1201,COPYBOOK
COCO5055,COBOL,ZZCC0001,COPYBOOK
COCO5055,COBOL,ZZCC4601,COPYBOOK
COCO5055,COBOL,ZZCC1401,COPYBOOK
COCO5055,COBOL,ZZCC0801,COPYBOOK
COCO5055,COBOL,ZZCC0203,COPYBOOK
COCO5055,COBOL,COMO055,COPYBOOK
COCO5055,COBOL,ZZCU0012,COBOL
COCO5055,COBOL,ZZCU0046,COBOL
COCO5055,COBOL,ZZCU0014,COBOL
COCO5055,COBOL,ZZCU0008,COBOL
COCO505B,COBOL,ZZCC0601,COPYBOOK
COCO505B,COBOL,DFHBMSCA,COPYBOOK
COCO505B,COBOL,ZZCC1201,COPYBOOK
COCO505B,COBOL,ZZCC0001,COPYBOOK
COCO505B,COBOL,ZZCC1401,COPYBOOK
COCO505B,COBOL,ZZCC0801,COPYBOOK
COCO505B,COBOL,ZZCC0203,COPYBOOK
COCO505B,COBOL,COMO05B,COPYBOOK
COCO505B,COBOL,ZZCU0012,COBOL
COCO505B,COBOL,ZZCU0014,COBOL
COCO505B,COBOL,ZZCU0008,COBOL
COCO505C,COBOL,ZZCC0601,COPYBOOK
COCO505C,COBOL,DFHBMSCA,COPYBOOK
COCO505C,COBOL,ZZCC1201,COPYBOOK
COCO505C,COBOL,ZZCC0001,COPYBOOK
COCO505C,COBOL,ZZCC4601,COPYBOOK
COCO505C,COBOL,ZZCC1401,COPYBOOK
COCO505C,COBOL,ZZCC0801,COPYBOOK
COCO505C,COBOL,ZZCC0203,COPYBOOK
COCO505C,COBOL,COMO05C,COPYBOOK
COCO505C,COBOL,ZZCU0012,COBOL
COCO505C,COBOL,ZZCU0046,COBOL
COCO505C,COBOL,ZZCU0014,COBOL
COCO505C,COBOL,ZZCU0008,COBOL
COCO505F,COBOL,ZZCC0601,COPYBOOK
COCO505F,COBOL,DFHBMSCA,COPYBOOK
COCO505F,COBOL,ZZCC1201,COPYBOOK
COCO505F,COBOL,ZZCC0001,COPYBOOK
COCO505F,COBOL,ZZCC1401,COPYBOOK
COCO505F,COBOL,ZZCC0801,COPYBOOK
COCO505F,COBOL,ZZCC0203,COPYBOOK
COCO505F,COBOL,COMO05F,COPYBOOK
COCO505F,COBOL,ZZCU0012,COBOL
COCO505F,COBOL,ZZCU0014,COBOL
COCO505F,COBOL,ZZCU0008,COBOL
COCO5060,COBOL,ZZCC0601,COPYBOOK
COCO5060,COBOL,DFHBMSCA,COPYBOOK
COCO5060,COBOL,ZZCC1201,COPYBOOK
COCO5060,COBOL,ZZCC0001,COPYBOOK
COCO5060,COBOL,ZZCC0203,COPYBOOK
COCO5060,COBOL,COMO060,COPYBOOK
COCO5061,COBOL,ZZCC0601,COPYBOOK
COCO5061,COBOL,DFHBMSCA,COPYBOOK
COCO5061,COBOL,ZZCC1201,COPYBOOK
COCO5061,COBOL,ZZCC0001,COPYBOOK
COCO5061,COBOL,ZZCC1401,COPYBOOK
COCO5061,COBOL,ZZCC0203,COPYBOOK
COCO5061,COBOL,COMO061,COPYBOOK
COCO5061,COBOL,ZZCU0014,COBOL
COCO5070,COBOL,ZZCC0601,COPYBOOK
COCO5070,COBOL,DFHBMSCA,COPYBOOK
COCO5070,COBOL,ZZCC1201,COPYBOOK
COCO5070,COBOL,ZZCC0001,COPYBOOK
COCO5070,COBOL,ZZCC4601,COPYBOOK
COCO5070,COBOL,ZZCC1401,COPYBOOK
COCO5070,COBOL,ZZCC0801,COPYBOOK
COCO5070,COBOL,ZZCC1301,COPYBOOK
COCO5070,COBOL,ZZCC0203,COPYBOOK
COCO5070,COBOL,COMO070,COPYBOOK
COCO5070,COBOL,ZZCU0012,COBOL
COCO5070,COBOL,ZZCU0046,COBOL
COCO5070,COBOL,ZZCU0014,COBOL
COCO5070,COBOL,ZZCU0008,COBOL
COCO5070,COBOL,ZZCU0013,COBOL
COCO5071,COBOL,ZZCC0601,COPYBOOK
COCO5071,COBOL,DFHBMSCA,COPYBOOK
COCO5071,COBOL,ZZCC1201,COPYBOOK
COCO5071,COBOL,ZZCC0001,COPYBOOK
COCO5071,COBOL,ZZCC4601,COPYBOOK
COCO5071,COBOL,ZZCC1401,COPYBOOK
COCO5071,COBOL,ZZCC0801,COPYBOOK
COCO5071,COBOL,ZZCC1301,COPYBOOK
COCO5071,COBOL,ZZCC0203,COPYBOOK
COCO5071,COBOL,COMO071,COPYBOOK
COCO5071,COBOL,ZZCU0012,COBOL
COCO5071,COBOL,ZZCU0046,COBOL
COCO5071,COBOL,ZZCU0014,COBOL
COCO5071,COBOL,ZZCU0008,COBOL
COCO5071,COBOL,ZZCU0013,COBOL
COCO5072,COBOL,ZZCC0601,COPYBOOK
COCO5072,COBOL,DFHBMSCA,COPYBOOK
COCO5072,COBOL,ZZCC1201,COPYBOOK
COCO5072,COBOL,ZZCC0001,COPYBOOK
COCO5072,COBOL,ZZCC1401,COPYBOOK
COCO5072,COBOL,ZZCC0801,COPYBOOK
COCO5072,COBOL,ZZCC1301,COPYBOOK
COCO5072,COBOL,ZZCC0203,COPYBOOK
COCO5072,COBOL,COMO072,COPYBOOK
COCO5072,COBOL,ZZCU0012,COBOL
COCO5072,COBOL,ZZCU0014,COBOL
COCO5072,COBOL,ZZCU0008,COBOL
COCO5072,COBOL,ZZCU0013,COBOL
COCO5074,COBOL,ZZCC0601,COPYBOOK
COCO5074,COBOL,DFHBMSCA,COPYBOOK
COCO5074,COBOL,ZZCC1201,COPYBOOK
COCO5074,COBOL,ZZCC0001,COPYBOOK
COCO5074,COBOL,ZZCC4601,COPYBOOK
COCO5074,COBOL,ZZCC0801,COPYBOOK
COCO5074,COBOL,ZZCC0203,COPYBOOK
COCO5074,COBOL,COMO074,COPYBOOK
COCO5074,COBOL,ZZCU0012,COBOL
COCO5074,COBOL,ZZCU0046,COBOL
COCO5074,COBOL,ZZCU0008,COBOL
COCO5077,COBOL,ZZCC0601,COPYBOOK
COCO5077,COBOL,DFHBMSCA,COPYBOOK
COCO5077,COBOL,ZZCC1201,COPYBOOK
COCO5077,COBOL,ZZCC0001,COPYBOOK
COCO5077,COBOL,ZZCC4601,COPYBOOK
COCO5077,COBOL,ZZCC1401,COPYBOOK
COCO5077,COBOL,ZZCC0801,COPYBOOK
COCO5077,COBOL,ZZCC1301,COPYBOOK
COCO5077,COBOL,ZZCC0203,COPYBOOK
COCO5077,COBOL,COMO077,COPYBOOK
COCO5077,COBOL,ZZCU0012,COBOL
COCO5077,COBOL,ZZCU0046,COBOL
COCO5077,COBOL,ZZCU0014,COBOL
COCO5077,COBOL,ZZCU0008,COBOL
COCO5077,COBOL,ZZCU0013,COBOL
COCO5080,COBOL,ZZCC0601,COPYBOOK
COCO5080,COBOL,DFHBMSCA,COPYBOOK
COCO5080,COBOL,ZZCC1201,COPYBOOK
COCO5080,COBOL,ZZCC0001,COPYBOOK
COCO5080,COBOL,ZZCC1401,COPYBOOK
COCO5080,COBOL,ZZCC0203,COPYBOOK
COCO5080,COBOL,COMO080,COPYBOOK
COCO5080,COBOL,ZZCU0014,COBOL
COCO5090,COBOL,ZZCC0601,COPYBOOK
COCO5090,COBOL,DFHBMSCA,COPYBOOK
COCO5090,COBOL,ZZCC1201,COPYBOOK
COCO5090,COBOL,ZZCC0001,COPYBOOK
COCO5090,COBOL,ZZCC1401,COPYBOOK
COCO5090,COBOL,ZZCC0203,COPYBOOK
COCO5090,COBOL,COMO090,COPYBOOK
COCO5090,COBOL,ZZCU0014,COBOL
COCO5099,COBOL,ZZCC0601,COPYBOOK
COCO5099,COBOL,DFHBMSCA,COPYBOOK
COCO5099,COBOL,ZZCC1201,COPYBOOK
COCO5099,COBOL,ZZCC0001,COPYBOOK
COCO5099,COBOL,ZZCC1401,COPYBOOK
COCO5099,COBOL,ZZCC1501,COPYBOOK
COCO5099,COBOL,ZZCC0801,COPYBOOK
COCO5099,COBOL,ZZCC0203,COPYBOOK
COCO5099,COBOL,COMO099,COPYBOOK
COCO5099,COBOL,ZZCU0012,COBOL
COCO5099,COBOL,ZZCU0014,COBOL
COCO5099,COBOL,ZZCU0015,COBOL
COCO5099,COBOL,ZZCU0008,COBOL
COCO5105,COBOL,ZZCC0601,COPYBOOK
COCO5105,COBOL,DFHBMSCA,COPYBOOK
COCO5105,COBOL,ZZCC1201,COPYBOOK
COCO5105,COBOL,ZZCC0001,COPYBOOK
COCO5105,COBOL,ZZCC0203,COPYBOOK
COCO5105,COBOL,COMO105,COPYBOOK
COCO5110,COBOL,ZZCC0601,COPYBOOK
COCO5110,COBOL,DFHBMSCA,COPYBOOK
COCO5110,COBOL,ZZCC1201,COPYBOOK
COCO5110,COBOL,ZZCC0001,COPYBOOK
COCO5110,COBOL,ZZCC0203,COPYBOOK
COCO5110,COBOL,COMO110,COPYBOOK
COCO5115,COBOL,ZZCC0601,COPYBOOK
COCO5115,COBOL,DFHBMSCA,COPYBOOK
COCO5115,COBOL,ZZCC1201,COPYBOOK
COCO5115,COBOL,ZZCC0001,COPYBOOK
COCO5115,COBOL,ZZCC0203,COPYBOOK
COCO5115,COBOL,COMO115,COPYBOOK
COCO5115,COBOL,ZZCU0006,COBOL
COCO5120,COBOL,ZZCC0601,COPYBOOK
COCO5120,COBOL,DFHBMSCA,COPYBOOK
COCO5120,COBOL,ZZCC1201,COPYBOOK
COCO5120,COBOL,ZZCC0001,COPYBOOK
COCO5120,COBOL,ZZCC4601,COPYBOOK
COCO5120,COBOL,ZZCC1401,COPYBOOK
COCO5120,COBOL,ZZCC0801,COPYBOOK
COCO5120,COBOL,ZZCC0203,COPYBOOK
COCO5120,COBOL,COMO120,COPYBOOK
COCO5120,COBOL,ZZCU0012,COBOL
COCO5120,COBOL,ZZCU0046,COBOL
COCO5120,COBOL,ZZCU0014,COBOL
COCO5120,COBOL,ZZCU0008,COBOL
COCO5121,COBOL,ZZCC0601,COPYBOOK
COCO5121,COBOL,DFHBMSCA,COPYBOOK
COCO5121,COBOL,ZZCC1201,COPYBOOK
COCO5121,COBOL,ZZCC0001,COPYBOOK
COCO5121,COBOL,ZZCC4601,COPYBOOK
COCO5121,COBOL,ZZCC0203,COPYBOOK
COCO5121,COBOL,COMO121,COPYBOOK
COCO5121,COBOL,ZZCU0006,COBOL
COCO5124,COBOL,ZZCC0601,COPYBOOK
COCO5124,COBOL,DFHBMSCA,COPYBOOK
COCO5124,COBOL,ZZCC1201,COPYBOOK
COCO5124,COBOL,ZZCC0001,COPYBOOK
COCO5124,COBOL,ZZCC1401,COPYBOOK
COCO5124,COBOL,ZZCC0203,COPYBOOK
COCO5124,COBOL,COMO124,COPYBOOK
COCO5124,COBOL,ZZCU0014,COBOL
COCO5125,COBOL,ZZCC0601,COPYBOOK
COCO5125,COBOL,DFHBMSCA,COPYBOOK
COCO5125,COBOL,ZZCC1201,COPYBOOK
COCO5125,COBOL,ZZCC0001,COPYBOOK
COCO5125,COBOL,ZZCC1401,COPYBOOK
COCO5125,COBOL,ZZCC0203,COPYBOOK
COCO5125,COBOL,COMO125,COPYBOOK
COCO5125,COBOL,ZZCU0014,COBOL
COCO5126,COBOL,ZZCC0601,COPYBOOK
COCO5126,COBOL,DFHBMSCA,COPYBOOK
COCO5126,COBOL,ZZCC1201,COPYBOOK
COCO5126,COBOL,ZZCC0001,COPYBOOK
COCO5126,COBOL,ZZCC1401,COPYBOOK
COCO5126,COBOL,ZZCC0203,COPYBOOK
COCO5126,COBOL,COMO126,COPYBOOK
COCO5126,COBOL,ZZCU0014,COBOL
COCO5130,COBOL,ZZCC0601,COPYBOOK
COCO5130,COBOL,DFHBMSCA,COPYBOOK
COCO5130,COBOL,ZZCC1201,COPYBOOK
COCO5130,COBOL,ZZCC0001,COPYBOOK
COCO5130,COBOL,ZZCC4601,COPYBOOK
COCO5130,COBOL,ZZCC1401,COPYBOOK
COCO5130,COBOL,ZZCC1501,COPYBOOK
COCO5130,COBOL,ZZCC0801,COPYBOOK
COCO5130,COBOL,ZZCC0203,COPYBOOK
COCO5130,COBOL,COMO130,COPYBOOK
COCO5130,COBOL,ZZCU0012,COBOL
COCO5130,COBOL,ZZCU0046,COBOL
COCO5130,COBOL,ZZCU0014,COBOL
COCO5130,COBOL,ZZCU0015,COBOL
COCO5130,COBOL,ZZCU0008,COBOL
COCO513S,COBOL,ZZCC0601,COPYBOOK
COCO513S,COBOL,DFHBMSCA,COPYBOOK
COCO513S,COBOL,ZZCC1201,COPYBOOK
COCO513S,COBOL,ZZCC0001,COPYBOOK
COCO513S,COBOL,ZZCC4601,COPYBOOK
COCO513S,COBOL,ZZCC1401,COPYBOOK
COCO513S,COBOL,ZZCC0801,COPYBOOK
COCO513S,COBOL,ZZCC1301,COPYBOOK
COCO513S,COBOL,ZZCC0203,COPYBOOK
COCO513S,COBOL,COMO13S,COPYBOOK
COCO513S,COBOL,ZZCU0012,COBOL
COCO513S,COBOL,ZZCU0008,COBOL
COCO5140,COBOL,ZZCC0601,COPYBOOK
COCO5140,COBOL,DFHBMSCA,COPYBOOK
COCO5140,COBOL,ZZCC1201,COPYBOOK
COCO5140,COBOL,ZZCC0001,COPYBOOK
COCO5140,COBOL,ZZCC0801,COPYBOOK
COCO5140,COBOL,ZZCC0203,COPYBOOK
COCO5140,COBOL,COMO140,COPYBOOK
COCO5140,COBOL,ZZCU0012,COBOL
COCO5140,COBOL,ZZCU0006,COBOL
COCO5140,COBOL,ZZCU0008,COBOL
COCO5150,COBOL,ZZCC0601,COPYBOOK
COCO5150,COBOL,DFHBMSCA,COPYBOOK
COCO5150,COBOL,ZZCC1201,COPYBOOK
COCO5150,COBOL,ZZCC0001,COPYBOOK
COCO5150,COBOL,ZZCC4601,COPYBOOK
COCO5150,COBOL,ZZCC0203,COPYBOOK
COCO5150,COBOL,COMO150,COPYBOOK
COCO5150,COBOL,ZZCU0006,COBOL
COCO5150,COBOL,ZZCU0046,COBOL
COCO5151,COBOL,ZZCC0601,COPYBOOK
COCO5151,COBOL,DFHBMSCA,COPYBOOK
COCO5151,COBOL,ZZCC1201,COPYBOOK
COCO5151,COBOL,ZZCC0001,COPYBOOK
COCO5151,COBOL,ZZCC0801,COPYBOOK
COCO5151,COBOL,ZZCC0203,COPYBOOK
COCO5151,COBOL,COMO151,COPYBOOK
COCO5151,COBOL,ZZCU0012,COBOL
COCO5151,COBOL,ZZCU0008,COBOL
COCO5152,COBOL,ZZCC0601,COPYBOOK
COCO5152,COBOL,DFHBMSCA,COPYBOOK
COCO5152,COBOL,ZZCC1201,COPYBOOK
COCO5152,COBOL,ZZCC0001,COPYBOOK
COCO5152,COBOL,ZZCC1401,COPYBOOK
COCO5152,COBOL,ZZCC0203,COPYBOOK
COCO5152,COBOL,COMO152,COPYBOOK
COCO5152,COBOL,ZZCU0014,COBOL
COCO5155,COBOL,ZZCC0601,COPYBOOK
COCO5155,COBOL,DFHBMSCA,COPYBOOK
COCO5155,COBOL,ZZCC1201,COPYBOOK
COCO5155,COBOL,ZZCC0001,COPYBOOK
COCO5155,COBOL,ZZCC4601,COPYBOOK
COCO5155,COBOL,ZZCC0801,COPYBOOK
COCO5155,COBOL,ZZCC0203,COPYBOOK
COCO5155,COBOL,COMO155,COPYBOOK
COCO5155,COBOL,ZZCU0012,COBOL
COCO5155,COBOL,ZZCU0046,COBOL
COCO5155,COBOL,ZZCU0008,COBOL
COCO5160,COBOL,ZZCC0601,COPYBOOK
COCO5160,COBOL,DFHBMSCA,COPYBOOK
COCO5160,COBOL,ZZCC1201,COPYBOOK
COCO5160,COBOL,ZZCC0001,COPYBOOK
COCO5160,COBOL,ZZCC4601,COPYBOOK
COCO5160,COBOL,ZZCC1401,COPYBOOK
COCO5160,COBOL,ZZCC0801,COPYBOOK
COCO5160,COBOL,ZZCC0203,COPYBOOK
COCO5160,COBOL,COMO160,COPYBOOK
COCO5160,COBOL,ZZCU0012,COBOL
COCO5160,COBOL,ZZCU0046,COBOL
COCO5160,COBOL,ZZCU0014,COBOL
COCO5160,COBOL,ZZCU0008,COBOL
COCO5170,COBOL,ZZCC0601,COPYBOOK
COCO5170,COBOL,DFHBMSCA,COPYBOOK
COCO5170,COBOL,ZZCC1201,COPYBOOK
COCO5170,COBOL,ZZCC0001,COPYBOOK
COCO5170,COBOL,ZZCC1401,COPYBOOK
COCO5170,COBOL,ZZCC0801,COPYBOOK
COCO5170,COBOL,ZZCC0203,COPYBOOK
COCO5170,COBOL,COMO170,COPYBOOK
COCO5170,COBOL,ZZCU0012,COBOL
COCO5170,COBOL,ZZCU0014,COBOL
COCO5170,COBOL,ZZCU0008,COBOL
COCO5180,COBOL,ZZCC0601,COPYBOOK
COCO5180,COBOL,DFHBMSCA,COPYBOOK
COCO5180,COBOL,ZZCC1201,COPYBOOK
COCO5180,COBOL,ZZCC0001,COPYBOOK
COCO5180,COBOL,ZZCC1401,COPYBOOK
COCO5180,COBOL,ZZCC4601,COPYBOOK
COCO5180,COBOL,ZZCC0801,COPYBOOK
COCO5180,COBOL,ZZCC0203,COPYBOOK
COCO5180,COBOL,COMO180,COPYBOOK
COCO5180,COBOL,ZZCU0012,COBOL
COCO5180,COBOL,ZZCU0014,COBOL
COCO5180,COBOL,ZZCU0046,COBOL
COCO5180,COBOL,ZZCU0008,COBOL
COCO5190,COBOL,ZZCC0601,COPYBOOK
COCO5190,COBOL,DFHBMSCA,COPYBOOK
COCO5190,COBOL,ZZCC1201,COPYBOOK
COCO5190,COBOL,ZZCC0001,COPYBOOK
COCO5190,COBOL,ZZCC1401,COPYBOOK
COCO5190,COBOL,ZZCC0203,COPYBOOK
COCO5190,COBOL,COMO190,COPYBOOK
COCO5190,COBOL,ZZCU0014,COBOL
COCO5200,COBOL,ZZCC0601,COPYBOOK
COCO5200,COBOL,DFHBMSCA,COPYBOOK
COCO5200,COBOL,ZZCC1201,COPYBOOK
COCO5200,COBOL,ZZCC0001,COPYBOOK
COCO5200,COBOL,ZZCC4601,COPYBOOK
COCO5200,COBOL,ZZCC1401,COPYBOOK
COCO5200,COBOL,ZZCC0801,COPYBOOK
COCO5200,COBOL,ZZCC0203,COPYBOOK
COCO5200,COBOL,COMO200,COPYBOOK
COCO5200,COBOL,ZZCU0012,COBOL
COCO5200,COBOL,ZZCU0046,COBOL
COCO5200,COBOL,ZZCU0014,COBOL
COCO5200,COBOL,ZZCU0008,COBOL
COCO5210,COBOL,ZZCC0601,COPYBOOK
COCO5210,COBOL,DFHBMSCA,COPYBOOK
COCO5210,COBOL,ZZCC1201,COPYBOOK
COCO5210,COBOL,ZZCC0001,COPYBOOK
COCO5210,COBOL,ZZCC1401,COPYBOOK
COCO5210,COBOL,ZZCC4601,COPYBOOK
COCO5210,COBOL,ZZCC0801,COPYBOOK
COCO5210,COBOL,ZZCC0203,COPYBOOK
COCO5210,COBOL,COMO210,COPYBOOK
COCO5210,COBOL,ZZCU0012,COBOL
COCO5210,COBOL,ZZCU0014,COBOL
COCO5210,COBOL,ZZCU0046,COBOL
COCO5210,COBOL,ZZCU0008,COBOL
COCO5215,COBOL,ZZCC0601,COPYBOOK
COCO5215,COBOL,DFHBMSCA,COPYBOOK
COCO5215,COBOL,ZZCC1201,COPYBOOK
COCO5215,COBOL,ZZCC0001,COPYBOOK
COCO5215,COBOL,ZZCC0203,COPYBOOK
COCO5215,COBOL,COMO215,COPYBOOK
COCO5220,COBOL,ZZCC0601,COPYBOOK
COCO5220,COBOL,DFHBMSCA,COPYBOOK
COCO5220,COBOL,ZZCC1201,COPYBOOK
COCO5220,COBOL,ZZCC0001,COPYBOOK
COCO5220,COBOL,ZZCC0801,COPYBOOK
COCO5220,COBOL,ZZCC0203,COPYBOOK
COCO5220,COBOL,COMO220,COPYBOOK
COCO5220,COBOL,ZZCU0012,COBOL
COCO5220,COBOL,ZZCU0008,COBOL
COCO5222,COBOL,ZZCC0601,COPYBOOK
COCO5222,COBOL,DFHBMSCA,COPYBOOK
COCO5222,COBOL,ZZCC1201,COPYBOOK
COCO5222,COBOL,ZZCC0001,COPYBOOK
COCO5222,COBOL,ZZCC0801,COPYBOOK
COCO5222,COBOL,ZZCC0203,COPYBOOK
COCO5222,COBOL,COMO222,COPYBOOK
COCO5222,COBOL,ZZCU0012,COBOL
COCO5222,COBOL,ZZCU0008,COBOL
COCO5223,COBOL,ZZCC0601,COPYBOOK
COCO5223,COBOL,DFHBMSCA,COPYBOOK
COCO5223,COBOL,ZZCC1201,COPYBOOK
COCO5223,COBOL,ZZCC0001,COPYBOOK
COCO5223,COBOL,ZZCC0801,COPYBOOK
COCO5223,COBOL,ZZCC0203,COPYBOOK
COCO5223,COBOL,COMO223,COPYBOOK
COCO5223,COBOL,ZZCU0012,COBOL
COCO5223,COBOL,ZZCU0008,COBOL
COCO5225,COBOL,ZZCC0601,COPYBOOK
COCO5225,COBOL,DFHBMSCA,COPYBOOK
COCO5225,COBOL,ZZCC1201,COPYBOOK
COCO5225,COBOL,ZZCC0001,COPYBOOK
COCO5225,COBOL,ZZCC0801,COPYBOOK
COCO5225,COBOL,ZZCC0203,COPYBOOK
COCO5225,COBOL,COMO225,COPYBOOK
COCO5225,COBOL,ZZCU0012,COBOL
COCO5225,COBOL,ZZCU0008,COBOL
COCO5226,COBOL,ZZCC0601,COPYBOOK
COCO5226,COBOL,DFHBMSCA,COPYBOOK
COCO5226,COBOL,ZZCC1201,COPYBOOK
COCO5226,COBOL,ZZCC0001,COPYBOOK
COCO5226,COBOL,ZZCC0801,COPYBOOK
COCO5226,COBOL,ZZCC0203,COPYBOOK
COCO5226,COBOL,COMO226,COPYBOOK
COCO5226,COBOL,ZZCU0012,COBOL
COCO5226,COBOL,ZZCU0008,COBOL
COCO5235,COBOL,ZZCC0601,COPYBOOK
COCO5235,COBOL,DFHBMSCA,COPYBOOK
COCO5235,COBOL,ZZCC1201,COPYBOOK
COCO5235,COBOL,ZZCC0001,COPYBOOK
COCO5235,COBOL,ZZCC0801,COPYBOOK
COCO5235,COBOL,ZZCC0203,COPYBOOK
COCO5235,COBOL,COMO235,COPYBOOK
COCO5235,COBOL,ZZCU0012,COBOL
COCO5235,COBOL,ZZCU0008,COBOL
COCO5240,COBOL,ZZCC0601,COPYBOOK
COCO5240,COBOL,DFHBMSCA,COPYBOOK
COCO5240,COBOL,ZZCC1201,COPYBOOK
COCO5240,COBOL,ZZCC0001,COPYBOOK
COCO5240,COBOL,ZZCC1401,COPYBOOK
COCO5240,COBOL,ZZCC1501,COPYBOOK
COCO5240,COBOL,ZZCC0203,COPYBOOK
COCO5240,COBOL,COMO240,COPYBOOK
COCO5240,COBOL,ZZCU0014,COBOL
COCO5240,COBOL,ZZCU0015,COBOL
COCO5250,COBOL,ZZCC0601,COPYBOOK
COCO5250,COBOL,DFHBMSCA,COPYBOOK
COCO5250,COBOL,ZZCC1201,COPYBOOK
COCO5250,COBOL,ZZCC0001,COPYBOOK
